id,created_at,full_text,media,screen_name,name,profile_image_url,user_id,in_reply_to,retweeted_status,quoted_status,media_tags,favorite_count,retweet_count,bookmark_count,quote_count,reply_count,views_count,favorited,retweeted,bookmarked,url,is_sav_candidate,clean_text,nb_mots,nb_exclam,nb_interro,nb_emoji,has_media,sentiment_lex,theme_principal,urgence_flag
1866893558579605574,2024-12-11 18:11:24+01:00,Mais c’est insupportable !!! Impossibilité de prendre la fibre en plein #Paris ! Et pas de possibilité avant 10/25 ! Et là @free ne veut pas me vendre la #box5gFree mais seulement l’ADSL en 2024 ! Incroyable ! @Xavier75 🥺🥺🥺,[],Mathiasavec1t,Mathias Engel,https://pbs.twimg.com/profile_images/1220460774004531200/rmcoE4hZ_normal.jpg,944744593,,,,[],0,0,0,0,1,206.0,False,False,False,https://twitter.com/Mathiasavec1t/status/1866893558579605574,True,mais c est insupportable !!! impossibilité de prendre la fibre en plein paris ! et pas de possibilité avant 10 25 ! et là ne veut pas me vendre la box5gfree mais seulement l adsl en 2024 ! incroyable !,40,7,0,3,False,neutre,reseau,0
1866931956467867966,2024-12-11 20:43:58+01:00,@Freebox Suite à une résiliation du 9 octobre j'ai rendu le matériel dans le Relais Colis préconisé par FREE le 12 octobre et depuis ils me harcèlent et menacent de me faire payer le materiel alors que j'ai déjà répondu 3 fois à leur mail en joignant le justificatif de dépôt .,[],sylvielarminie1,Larminier,https://pbs.twimg.com/profile_images/1643736210446090251/uJ6WbfmX_normal.jpg,4210962867,,,,[],0,0,0,0,2,78.0,False,False,False,https://twitter.com/sylvielarminie1/status/1866931956467867966,True,suite à une résiliation du 9 octobre j ai rendu le matériel dans le relais colis préconisé par free le 12 octobre et depuis ils me harcèlent et menacent de me faire payer le materiel alors que j ai déjà répondu 3 fois à leur mail en joignant le justificatif de dépôt .,53,0,0,0,False,neutre,abonnement,0
1866954209960116573,2024-12-11 22:12:24+01:00,@free 10 jours maintenant que ma ligne freebox fonctionne plus l assistance me répond dans 72h maximum votre ligne sera réparée j ai obtenu un rendez-vous avec un technicien pour vendredi matin  aucun technicien c es présenté et je reste en panne et sans réponse de free c nul,[],Delamar7Laurent,Laurent Delamare,https://pbs.twimg.com/profile_images/1474455978770903049/UCep3sFJ_normal.png,1474455816317116419,,,,[],1,0,0,0,1,290.0,False,False,False,https://twitter.com/Delamar7Laurent/status/1866954209960116573,True,10 jours maintenant que ma ligne freebox fonctionne plus l assistance me répond dans 72h maximum votre ligne sera réparée j ai obtenu un rendez vous avec un technicien pour vendredi matin aucun technicien c es présenté et je reste en panne et sans réponse de free c nul,49,0,0,0,False,negatif,reseau,0
1867091476926407026,2024-12-12 07:17:51+01:00,"Chez @free avec leur abonnement c’est retour dans le passé ,comme quand on avait msn émule etc \nLa je veux juste faire une mise à jour et j’ai 3h d’attente avant de pouvoir commencé à bossé du coup , et je paye plein pot! et ne mon jamais proposé la fibre , c’est pas beau ça ? https://t.co/Z00bRIq2gY","[{""type"":""video"",""url"":""https://t.co/Z00bRIq2gY"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1867091448312528896/pu/img/nEXHsPIvn8LXWRWl.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1867091448312528896/pu/vid/avc1/720x1280/On6MvmEZkx0B4--g.mp4?tag=12""}]",hookidoki,hooky d'Honolulu,https://pbs.twimg.com/profile_images/1466710755286216706/j2VuHpi0_normal.jpg,1464040985567002624,,,,[],0,0,0,0,2,177.0,False,False,False,https://twitter.com/hookidoki/status/1867091476926407026,True,"chez avec leur abonnement c est retour dans le passé ,comme quand on avait msn émule etc nla je veux juste faire une mise à jour et j ai 3h d attente avant de pouvoir commencé à bossé du coup , et je paye plein pot! et ne mon jamais proposé la fibre , c est pas beau ça ?",60,1,1,0,True,negatif,reseau,0
1867147172635971705,2024-12-12 10:59:10+01:00,"Bonjour @Xavier75 @free je viens de me rendre compte que vous me voler 9,99€ par mois depuis 5 mois grâce à une offre que vous mettez sans le consentement du client et qui reste à sa propre vigilance de résilier?\n\nC’est du vol \n\nFaites attention à vos factures!!!!",[],DDDGrrrrrrr,hs,https://pbs.twimg.com/profile_images/1883213099496325120/E-bFY-m7_normal.jpg,507710069,,,,[],0,0,0,0,1,63.0,False,False,False,https://twitter.com/DDDGrrrrrrr/status/1867147172635971705,True,"bonjour je viens de me rendre compte que vous me voler 9,99 par mois depuis 5 mois grâce à une offre que vous mettez sans le consentement du client et qui reste à sa propre vigilance de résilier? n nc est du vol n nfaites attention à vos factures!!!!",49,4,1,0,False,negatif,facture,0
1867164028486787562,2024-12-12 12:06:09+01:00,Je suis le seul à avoir ma box free bloqué à l'étape 6 ??? #freebox #free #panne,[],Cyril2nd,KYRIOS,https://pbs.twimg.com/profile_images/1837967112742064128/L_NkN4Gs_normal.jpg,1564879232978898945,,,,[],0,0,0,0,7,1832.0,False,False,False,https://twitter.com/Cyril2nd/status/1867164028486787562,True,je suis le seul à avoir ma box free bloqué à l étape 6 ??? freebox free panne,18,0,3,0,False,negatif,reseau,1
1867239200044789872,2024-12-12 17:04:51+01:00,@Cyril2nd Même souci dans l’Oise et forfait mobile aussi chez FREE donc je n’ai plus rien du tout pour télétravailler … déjà une journée de perdue 😡 @free ce serait bien de résoudre le problème quand même !!!,[],MarionDesbordes,❤Marion❤,https://pbs.twimg.com/profile_images/1251660351780917248/k2nL_V4v_normal.jpg,386559136,1.8671640284867876e+18,,,[],1,0,0,0,3,341.0,False,False,False,https://twitter.com/MarionDesbordes/status/1867239200044789872,True,même souci dans l oise et forfait mobile aussi chez free donc je n ai plus rien du tout pour télétravailler déjà une journée de perdue ce serait bien de résoudre le problème quand même !!!,36,3,0,1,False,negatif,facture,0
1867291784415490300,2024-12-12 20:33:48+01:00,"Jeudi, 12 décembre, 2024, 20h33min50sec.\nBon moment pour rappeler que free même avec la fibre c'est de la grosse merde n'allez jamais chez @free",[],InatowKuuuun,TTM | Inatow,https://pbs.twimg.com/profile_images/1929497490325155840/Kcd0RFPT_normal.jpg,1632290207360860161,,,,[],6,1,0,1,2,508.0,False,False,False,https://twitter.com/InatowKuuuun/status/1867291784415490300,True,"jeudi, 12 décembre, 2024, 20h33min50sec. nbon moment pour rappeler que free même avec la fibre c est de la grosse merde n allez jamais chez",25,0,0,0,False,neutre,reseau,0
1867291855844442599,2024-12-12 20:34:05+01:00,"Bonsoir @Xavier75, Je viens d'écouter ton itw sur @franceculture où tu parles de l'échec de la Delta-Devialet pour cause d'embourgeoisement. Alors quand @free va-il répondre à BT et proposer une box ""fibre seule"" ? A moins que @free soit bloqué à vie sur des offres tripleplay...",[],pierreboucard,Pierre Boucard 📻,https://pbs.twimg.com/profile_images/1595757174474645506/cNckKHPP_normal.jpg,80413094,,,,[],0,0,0,0,1,270.0,False,False,False,https://twitter.com/pierreboucard/status/1867291855844442599,True,"bonsoir , je viens d écouter ton itw sur où tu parles de l échec de la delta devialet pour cause d embourgeoisement. alors quand va il répondre à bt et proposer une box fibre seule ? a moins que soit bloqué à vie sur des offres tripleplay...",48,0,1,0,False,negatif,reseau,1
1867298645399269409,2024-12-12 21:01:04+01:00,"@free @Freebox Plus de connexion internet, plus de télé depuis plusieurs heures et aucune communication. Vous trouvez ça normal ? A quand le rétablissement du réseau ???? Marre de vos pannes à répétition !",[],Petite_Tulipe_,Petite Tulipe 🌷,https://pbs.twimg.com/profile_images/1484748764833361927/GDVEABiz_normal.jpg,786668159772270592,,,,[],2,0,0,0,2,533.0,False,False,False,https://twitter.com/Petite_Tulipe_/status/1867298645399269409,True,"plus de connexion internet, plus de télé depuis plusieurs heures et aucune communication. vous trouvez ça normal ? a quand le rétablissement du réseau ???? marre de vos pannes à répétition !",32,1,5,0,False,negatif,reseau,0
